Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc
6/9/2014,1253.5,922.2,128552.7,746.4,1367,1124.9
6/10/2014,1259.5,929.8,128979.1,751.4,1374.9,1132.9
6/11/2014,1262,932.5,128616.7,751.7,1372.1,1135
6/12/2014,1265.8,934,128872.3,751.5,1373.5,1137.3
6/13/2014,1273,941,129966.9,750.6,1383.7,1146
6/16/2014,1276.3,940.5,130030.7,751.4,1384.8,1145.2
6/17/2014,1267.5,935.8,129500.5,747,1376.3,1140.6
6/18/2014,1269.8,935.6,129685.9,749.7,1380.7,1139.5
6/19/2014,1293,948.5,131640.3,758.2,1400.5,1153
6/20/2014,1312.5,966.8,134078.4,771.2,1413.9,1176.9
6/23/2014,1313.5,966.3,133832.5,772.3,1410.2,1175.6
6/24/2014,1318.5,969.7,134678.2,776.9,1416.1,1180.5
6/25/2014,1316.8,965.8,134058.3,775.4,1412.3,1174.7
6/26/2014,1311.8,965.3,133214.8,771.3,1405.6,1173.5
6/27/2014,1317.5,965.9,133561.6,774.3,1407,1173.7
6/30/2014,1315,960.5,133216.1,769.1,1400.7,1166.1
7/1/2014,1327.5,970.4,134774.4,774.6,1414.8,1177.8
7/2/2014,1326.5,971.5,134984.6,772.6,1414.8,1179.3
7/3/2014,1317.5,968,134641.9,768.5,1402.7,1176.8
7/4/2014,1319.3,970.8,134662.4,769.4,1402.6,1180.3
